PWSID,OFFICE,SYSTEMNAME,DESIGNCAPCITY,PLANTNUMBER,PLANTSTATUS,REPORTDATE,MAX_TREATED,AVG_TREATED
3424704,CD,MARKET OF MARION,105000,1,ACTIVE,202304,19500,9430
3424704,CD,MARKET OF MARION,105000,1,ACTIVE,202305,22600,8719
3424704,CD,MARKET OF MARION,105000,1,ACTIVE,202306,9600,6516
3424704,CD,MARKET OF MARION,105000,1,ACTIVE,202307,12600,6703
3424704,CD,MARKET OF MARION,105000,1,ACTIVE,202308,10500,8125
3424704,CD,MARKET OF MARION,105000,1,ACTIVE,202309,19800,8920
3424704,CD,MARKET OF MARION,105000,1,ACTIVE,202310,8800,6890
3424704,CD,MARKET OF MARION,105000,1,ACTIVE,202311,8100,5640
3424704,CD,MARKET OF MARION,105000,1,ACTIVE,202312,15800,6683
3424707,CD,SPEEDY FOODS,10800,1,ACTIVE,202301,300,216
3424707,CD,SPEEDY FOODS,10800,1,ACTIVE,202302,400,225
3424707,CD,SPEEDY FOODS,10800,1,ACTIVE,202303,700,371
3424707,CD,SPEEDY FOODS,10800,1,ACTIVE,202304,300,190
3424707,CD,SPEEDY FOODS,10800,1,ACTIVE,202305,300,182
3424707,CD,SPEEDY FOODS,10800,1,ACTIVE,202306,200,138
3424707,CD,SPEEDY FOODS,10800,1,ACTIVE,202307,250,165
3424707,CD,SPEEDY FOODS,10800,1,ACTIVE,202308,260,200
3424707,CD,SPEEDY FOODS,10800,1,ACTIVE,202309,350,275
3424707,CD,SPEEDY FOODS,10800,1,ACTIVE,202310,400,216
3424707,CD,SPEEDY FOODS,10800,1,ACTIVE,202311,750,590
3424707,CD,SPEEDY FOODS,10800,1,ACTIVE,202312,350,294
3424712,CD,DIAMOND OIL #103,18000,1,ACTIVE,202301,340,159
3424712,CD,DIAMOND OIL #103,18000,1,ACTIVE,202302,240,167
3424712,CD,DIAMOND OIL #103,18000,1,ACTIVE,202303,253,187
3424712,CD,DIAMOND OIL #103,18000,1,ACTIVE,202304,950,688
3424712,CD,DIAMOND OIL #103,18000,1,ACTIVE,202305,446,225
3424712,CD,DIAMOND OIL #103,18000,1,ACTIVE,202306,225,154
3424712,CD,DIAMOND OIL #103,18000,1,ACTIVE,202307,585,253
3424712,CD,DIAMOND OIL #103,18000,1,ACTIVE,202308,445,336
3424712,CD,DIAMOND OIL #103,18000,1,ACTIVE,202309,725,418
3424712,CD,DIAMOND OIL #103,18000,1,ACTIVE,202310,610,496
3424712,CD,DIAMOND OIL #103,18000,1,ACTIVE,202311,1033,581
3424712,CD,DIAMOND OIL #103,18000,1,ACTIVE,202312,652,583
3424715,CD,ROCCO'S PIZZA,18000,1,ACTIVE,202301,1535,1036
3424715,CD,ROCCO'S PIZZA,18000,1,ACTIVE,202302,1966,1301
3424715,CD,ROCCO'S PIZZA,18000,1,ACTIVE,202303,1805,672
3424715,CD,ROCCO'S PIZZA,18000,1,ACTIVE,202304,1732,827
3424715,CD,ROCCO'S PIZZA,18000,1,ACTIVE,202305,1500,810
3424715,CD,ROCCO'S PIZZA,18000,1,ACTIVE,202306,2000,1020
3424715,CD,ROCCO'S PIZZA,18000,1,ACTIVE,202307,800,323
3424715,CD,ROCCO'S PIZZA,18000,1,ACTIVE,202308,2000,810
3424715,CD,ROCCO'S PIZZA,18000,1,ACTIVE,202309,2000,847
3424715,CD,ROCCO'S PIZZA,18000,1,ACTIVE,202310,700,368
3424715,CD,ROCCO'S PIZZA,18000,1,ACTIVE,202311,800,560
3424715,CD,ROCCO'S PIZZA,18000,1,ACTIVE,202312,800,432
3424769,CD,SILVER SPRINGS MOOSE LODGE #1199,5760,1,ACTIVE,202301,4010,1564
3424769,CD,SILVER SPRINGS MOOSE LODGE #1199,5760,1,ACTIVE,202302,3500,1226
3424769,CD,SILVER SPRINGS MOOSE LODGE #1199,5760,1,ACTIVE,202303,1190,629
3424769,CD,SILVER SPRINGS MOOSE LODGE #1199,5760,1,ACTIVE,202304,550,345
3424769,CD,SILVER SPRINGS MOOSE LODGE #1199,5760,1,ACTIVE,202305,570,326
3424769,CD,SILVER SPRINGS MOOSE LODGE #1199,5760,1,ACTIVE,202306,470,344
3424769,CD,SILVER SPRINGS MOOSE LODGE #1199,5760,1,ACTIVE,202307,1020,437
3424769,CD,SILVER SPRINGS MOOSE LODGE #1199,5760,1,ACTIVE,202308,470,340
3424769,CD,SILVER SPRINGS MOOSE LODGE #1199,5760,1,ACTIVE,202309,570,381
3424769,CD,SILVER SPRINGS MOOSE LODGE #1199,5760,1,ACTIVE,202310,820,544
3424769,CD,SILVER SPRINGS MOOSE LODGE #1199,5760,1,ACTIVE,202311,550,432
3424769,CD,SILVER SPRINGS MOOSE LODGE #1199,5760,1,ACTIVE,202312,990,552
3424775,CD,LENA'S SEAFOOD,36000,1,ACTIVE,202301,1200,832
3424775,CD,LENA'S SEAFOOD,36000,1,ACTIVE,202302,800,743
3424775,CD,LENA'S SEAFOOD,36000,1,ACTIVE,202303,800,703
3424775,CD,LENA'S SEAFOOD,36000,1,ACTIVE,202304,750,620
3424775,CD,LENA'S SEAFOOD,36000,1,ACTIVE,202305,750,640
3424775,CD,LENA'S SEAFOOD,36000,1,ACTIVE,202306,800,702
3424775,CD,LENA'S SEAFOOD,36000,1,ACTIVE,202307,900,201
3424775,CD,LENA'S SEAFOOD,36000,1,ACTIVE,202308,200,125
3424775,CD,LENA'S SEAFOOD,36000,1,ACTIVE,202309,200,100
3424775,CD,LENA'S SEAFOOD,36000,1,ACTIVE,202310,750,619
3424775,CD,LENA'S SEAFOOD,36000,1,ACTIVE,202311,700,573
3424775,CD,LENA'S SEAFOOD,36000,1,ACTIVE,202312,600,532
3424783,CD,DIAMOND OIL #104,36000,1,ACTIVE,202301,260,118
3424783,CD,DIAMOND OIL #104,36000,1,ACTIVE,202302,838,253
3424783,CD,DIAMOND OIL #104,36000,1,ACTIVE,202303,276,157
3424783,CD,DIAMOND OIL #104,36000,1,ACTIVE,202304,180,110
3424783,CD,DIAMOND OIL #104,36000,1,ACTIVE,202305,1350,241
3424783,CD,DIAMOND OIL #104,36000,1,ACTIVE,202306,115,76
3424783,CD,DIAMOND OIL #104,36000,1,ACTIVE,202307,115,67
3424783,CD,DIAMOND OIL #104,36000,1,ACTIVE,202308,130,90
3424783,CD,DIAMOND OIL #104,36000,1,ACTIVE,202309,145,78
3424783,CD,DIAMOND OIL #104,36000,1,ACTIVE,202310,80,72
3424783,CD,DIAMOND OIL #104,36000,1,ACTIVE,202311,910,254
3424783,CD,DIAMOND OIL #104,36000,1,ACTIVE,202312,1176,388
3424787,CD,RING POWER CORP,24000,1,ACTIVE,202301,130,130
3424787,CD,RING POWER CORP,24000,1,ACTIVE,202302,1100,261
3424787,CD,RING POWER CORP,24000,1,ACTIVE,202303,2000,2000
3424787,CD,RING POWER CORP,24000,1,ACTIVE,202304,2000,2000
3424787,CD,RING POWER CORP,24000,1,ACTIVE,202305,2000,2000
3424787,CD,RING POWER CORP,24000,1,ACTIVE,202306,2000,2000
3424787,CD,RING POWER CORP,24000,1,ACTIVE,202307,2000,2000
3424787,CD,RING POWER CORP,24000,1,ACTIVE,202308,2000,2000
3424787,CD,RING POWER CORP,24000,1,ACTIVE,202309,2000,2000
3424787,CD,RING POWER CORP,24000,1,ACTIVE,202310,2000,2000
3424787,CD,RING POWER CORP,24000,1,ACTIVE,202311,2000,2000
3424787,CD,RING POWER CORP,24000,1,ACTIVE,202312,2000,2000
3424789,CD,LAKEVIEW WOODS/TRAILS EAST S/D,180000,1,ACTIVE,202301,20000,17832
3424789,CD,LAKEVIEW WOODS/TRAILS EAST S/D,180000,1,ACTIVE,202302,29500,18461
3424789,CD,LAKEVIEW WOODS/TRAILS EAST S/D,180000,1,ACTIVE,202303,25200,18387
3424789,CD,LAKEVIEW WOODS/TRAILS EAST S/D,180000,1,ACTIVE,202304,30000,22187
3424789,CD,LAKEVIEW WOODS/TRAILS EAST S/D,180000,1,ACTIVE,202305,28000,19561
3424789,CD,LAKEVIEW WOODS/TRAILS EAST S/D,180000,1,ACTIVE,202306,64000,19060
3424789,CD,LAKEVIEW WOODS/TRAILS EAST S/D,180000,1,ACTIVE,202307,27000,19297
3424789,CD,LAKEVIEW WOODS/TRAILS EAST S/D,180000,1,ACTIVE,202308,20600,17674
3424789,CD,LAKEVIEW WOODS/TRAILS EAST S/D,180000,1,ACTIVE,202309,21000,15847
3424789,CD,LAKEVIEW WOODS/TRAILS EAST S/D,180000,1,ACTIVE,202310,25000,17768
3424789,CD,LAKEVIEW WOODS/TRAILS EAST S/D,180000,1,ACTIVE,202311,26000,18563
3424789,CD,LAKEVIEW WOODS/TRAILS EAST S/D,180000,1,ACTIVE,202312,17000,14710
3424790,CD,BELLEVIEW PLAYLAND DAYCARE,10800,1,ACTIVE,202301,9107,2123
3424790,CD,BELLEVIEW PLAYLAND DAYCARE,10800,1,ACTIVE,202302,1120,947
3424790,CD,BELLEVIEW PLAYLAND DAYCARE,10800,1,ACTIVE,202303,1770,426
3424790,CD,BELLEVIEW PLAYLAND DAYCARE,10800,1,ACTIVE,202304,500,500
3424790,CD,BELLEVIEW PLAYLAND DAYCARE,10800,1,ACTIVE,202305,500,500
3424790,CD,BELLEVIEW PLAYLAND DAYCARE,10800,1,ACTIVE,202306,500,500
3424790,CD,BELLEVIEW PLAYLAND DAYCARE,10800,1,ACTIVE,202307,500,500
3424790,CD,BELLEVIEW PLAYLAND DAYCARE,10800,1,ACTIVE,202308,500,500
3424790,CD,BELLEVIEW PLAYLAND DAYCARE,10800,1,ACTIVE,202309,1385,584
3424790,CD,BELLEVIEW PLAYLAND DAYCARE,10800,1,ACTIVE,202310,2153,783
3424790,CD,BELLEVIEW PLAYLAND DAYCARE,10800,1,ACTIVE,202311,905,519
3424790,CD,BELLEVIEW PLAYLAND DAYCARE,10800,1,ACTIVE,202312,1000,678
3424795,CD,MOOSE LODGE 2535,18000,1,ACTIVE,202301,591,445
3424795,CD,MOOSE LODGE 2535,18000,1,ACTIVE,202302,403,345
3424795,CD,MOOSE LODGE 2535,18000,1,ACTIVE,202303,738,332
3424795,CD,MOOSE LODGE 2535,18000,1,ACTIVE,202304,401,321
3424795,CD,MOOSE LODGE 2535,18000,1,ACTIVE,202305,466,287
3424795,CD,MOOSE LODGE 2535,18000,1,ACTIVE,202306,288,239
3424795,CD,MOOSE LODGE 2535,18000,1,ACTIVE,202307,1098,330
3424795,CD,MOOSE LODGE 2535,18000,1,ACTIVE,202308,490,268
3424795,CD,MOOSE LODGE 2535,18000,1,ACTIVE,202309,263,224
3424795,CD,MOOSE LODGE 2535,18000,1,ACTIVE,202310,305,250
3424795,CD,MOOSE LODGE 2535,18000,1,ACTIVE,202311,387,255
3424795,CD,MOOSE LODGE 2535,18000,1,ACTIVE,202312,380,244
3424796,CD,LITTLE ORANGE GROCERIES,7200,1,ACTIVE,202301,620,370
3424796,CD,LITTLE ORANGE GROCERIES,7200,1,ACTIVE,202302,420,357
3424796,CD,LITTLE ORANGE GROCERIES,7200,1,ACTIVE,202303,550,387
3424796,CD,LITTLE ORANGE GROCERIES,7200,1,ACTIVE,202304,450,313
3424796,CD,LITTLE ORANGE GROCERIES,7200,1,ACTIVE,202305,450,360
3424796,CD,LITTLE ORANGE GROCERIES,7200,1,ACTIVE,202306,450,370
3424796,CD,LITTLE ORANGE GROCERIES,7200,1,ACTIVE,202307,450,348
3424796,CD,LITTLE ORANGE GROCERIES,7200,1,ACTIVE,202308,450,339
3424796,CD,LITTLE ORANGE GROCERIES,7200,1,ACTIVE,202309,400,360
3424796,CD,LITTLE ORANGE GROCERIES,7200,1,ACTIVE,202310,400,345
3424796,CD,LITTLE ORANGE GROCERIES,7200,1,ACTIVE,202311,400,337
3424796,CD,LITTLE ORANGE GROCERIES,7200,1,ACTIVE,202312,400,339
3424798,CD,QUICK KING #2,18000,1,ACTIVE,202301,500,267
3424798,CD,QUICK KING #2,18000,1,ACTIVE,202302,560,305
3424798,CD,QUICK KING #2,18000,1,ACTIVE,202303,712,474
3424798,CD,QUICK KING #2,18000,1,ACTIVE,202304,600,404
3424798,CD,QUICK KING #2,18000,1,ACTIVE,202305,292,250
3424798,CD,QUICK KING #2,18000,1,ACTIVE,202306,734,355
3424798,CD,QUICK KING #2,18000,1,ACTIVE,202307,410,217
3424798,CD,QUICK KING #2,18000,1,ACTIVE,202308,895,198
3424798,CD,QUICK KING #2,18000,1,ACTIVE,202309,588,438
3424798,CD,QUICK KING #2,18000,1,ACTIVE,202310,945,609
3424798,CD,QUICK KING #2,18000,1,ACTIVE,202311,1440,824
3424798,CD,QUICK KING #2,18000,1,ACTIVE,202312,1112,693
3424799,CD,QUICK KING #5,18000,1,ACTIVE,202301,590,266
3424799,CD,QUICK KING #5,18000,1,ACTIVE,202302,250,197
3424799,CD,QUICK KING #5,18000,1,ACTIVE,202303,230,210
3424799,CD,QUICK KING #5,18000,1,ACTIVE,202304,450,220
3424799,CD,QUICK KING #5,18000,1,ACTIVE,202305,262,218
3424799,CD,QUICK KING #5,18000,1,ACTIVE,202306,305,209
3424799,CD,QUICK KING #5,18000,1,ACTIVE,202307,360,271
3424799,CD,QUICK KING #5,18000,1,ACTIVE,202308,525,303
3424799,CD,QUICK KING #5,18000,1,ACTIVE,202309,230,173
3424799,CD,QUICK KING #5,18000,1,ACTIVE,202310,310,272
3424799,CD,QUICK KING #5,18000,1,ACTIVE,202311,265,204
3424799,CD,QUICK KING #5,18000,1,ACTIVE,202312,256,179
3424800,CD,TABBY'S RESTAURANT,18000,1,ACTIVE,202301,620,373
3424800,CD,TABBY'S RESTAURANT,18000,1,ACTIVE,202302,567,484
3424800,CD,TABBY'S RESTAURANT,18000,1,ACTIVE,202303,1267,548
3424800,CD,TABBY'S RESTAURANT,18000,1,ACTIVE,202304,550,417
3424800,CD,TABBY'S RESTAURANT,18000,1,ACTIVE,202305,1213,507
3424800,CD,TABBY'S RESTAURANT,18000,1,ACTIVE,202306,540,358
3424800,CD,TABBY'S RESTAURANT,18000,1,ACTIVE,202307,700,432
3424800,CD,TABBY'S RESTAURANT,18000,1,ACTIVE,202308,534,343
3424800,CD,TABBY'S RESTAURANT,18000,1,ACTIVE,202309,360,261
3424800,CD,TABBY'S RESTAURANT,18000,1,ACTIVE,202310,588,322
3424800,CD,TABBY'S RESTAURANT,18000,1,ACTIVE,202311,595,333
3424800,CD,TABBY'S RESTAURANT,18000,1,ACTIVE,202312,835,383
3424803,CD,TOWNLEY MANUFACTURING COMPANY,21600,1,ACTIVE,202301,1500,1500
3424803,CD,TOWNLEY MANUFACTURING COMPANY,21600,1,ACTIVE,202302,1500,1500
3424803,CD,TOWNLEY MANUFACTURING COMPANY,21600,1,ACTIVE,202303,1500,1500
3424803,CD,TOWNLEY MANUFACTURING COMPANY,21600,1,ACTIVE,202304,1500,1500
3424803,CD,TOWNLEY MANUFACTURING COMPANY,21600,1,ACTIVE,202305,1500,1500
3424803,CD,TOWNLEY MANUFACTURING COMPANY,21600,1,ACTIVE,202306,1500,1500
3424803,CD,TOWNLEY MANUFACTURING COMPANY,21600,1,ACTIVE,202308,1500,1500
3424803,CD,TOWNLEY MANUFACTURING COMPANY,21600,1,ACTIVE,202309,4995,2153
3424803,CD,TOWNLEY MANUFACTURING COMPANY,21600,1,ACTIVE,202310,4780,872
3424803,CD,TOWNLEY MANUFACTURING COMPANY,21600,1,ACTIVE,202311,573,375
3424803,CD,TOWNLEY MANUFACTURING COMPANY,21600,1,ACTIVE,202312,500,430
3424805,CD,USDA/SILVER GLENN SPRINGS,57600,1,ACTIVE,202301,194,125
3424805,CD,USDA/SILVER GLENN SPRINGS,57600,1,ACTIVE,202302,276,135
3424805,CD,USDA/SILVER GLENN SPRINGS,57600,1,ACTIVE,202303,91,60
3424805,CD,USDA/SILVER GLENN SPRINGS,57600,1,ACTIVE,202304,879,168
3424805,CD,USDA/SILVER GLENN SPRINGS,57600,1,ACTIVE,202305,205,123
3424805,CD,USDA/SILVER GLENN SPRINGS,57600,1,ACTIVE,202306,306,233
3424805,CD,USDA/SILVER GLENN SPRINGS,57600,1,ACTIVE,202307,510,417
3424805,CD,USDA/SILVER GLENN SPRINGS,57600,1,ACTIVE,202308,417,298
3424805,CD,USDA/SILVER GLENN SPRINGS,57600,1,ACTIVE,202309,243,161
3424805,CD,USDA/SILVER GLENN SPRINGS,57600,1,ACTIVE,202310,132,84
3424805,CD,USDA/SILVER GLENN SPRINGS,57600,1,ACTIVE,202311,81,50
3424805,CD,USDA/SILVER GLENN SPRINGS,57600,1,ACTIVE,202312,166,81
3424808,CD,PONDEROSA M.H./SUBDIVISION,34560,1,ACTIVE,202301,7000,6161
3424808,CD,PONDEROSA M.H./SUBDIVISION,34560,1,ACTIVE,202302,8000,7321
3424808,CD,PONDEROSA M.H./SUBDIVISION,34560,1,ACTIVE,202303,9000,7867
3424808,CD,PONDEROSA M.H./SUBDIVISION,34560,1,ACTIVE,202304,9000,8067
3424808,CD,PONDEROSA M.H./SUBDIVISION,34560,1,ACTIVE,202305,10000,8097
3424808,CD,PONDEROSA M.H./SUBDIVISION,34560,1,ACTIVE,202306,11000,9100
3424808,CD,PONDEROSA M.H./SUBDIVISION,34560,1,ACTIVE,202307,10000,5290
3424808,CD,PONDEROSA M.H./SUBDIVISION,34560,1,ACTIVE,202308,2000,1484
3424808,CD,PONDEROSA M.H./SUBDIVISION,34560,1,ACTIVE,202309,2000,1333
3424808,CD,PONDEROSA M.H./SUBDIVISION,34560,1,ACTIVE,202310,4000,1548
3424808,CD,PONDEROSA M.H./SUBDIVISION,34560,1,ACTIVE,202311,3000,1833
3424808,CD,PONDEROSA M.H./SUBDIVISION,34560,1,ACTIVE,202312,2000,1516
3424809,CD,BRIAR PATCH MOBILE HOME PARK,86400,1,INACTIVE,202301,1900,419
3424809,CD,BRIAR PATCH MOBILE HOME PARK,86400,1,INACTIVE,202302,1400,875
3424809,CD,BRIAR PATCH MOBILE HOME PARK,86400,1,INACTIVE,202303,1000,596
3424809,CD,BRIAR PATCH MOBILE HOME PARK,86400,1,INACTIVE,202304,1333,558
3424809,CD,BRIAR PATCH MOBILE HOME PARK,86400,1,INACTIVE,202305,2000,432
3424809,CD,BRIAR PATCH MOBILE HOME PARK,86400,1,INACTIVE,202306,0,0
3424809,CD,BRIAR PATCH MOBILE HOME PARK,86400,1,INACTIVE,202307,0,0
3424809,CD,BRIAR PATCH MOBILE HOME PARK,86400,1,INACTIVE,202308,0,0
3424809,CD,BRIAR PATCH MOBILE HOME PARK,86400,1,INACTIVE,202309,0,0
3424812,CD,FORT MCCOY MIDDLE SCHOOL,273600,1,ACTIVE,202301,15000,4387
3424812,CD,FORT MCCOY MIDDLE SCHOOL,273600,1,ACTIVE,202302,12000,4679
3424812,CD,FORT MCCOY MIDDLE SCHOOL,273600,1,ACTIVE,202303,16000,4467
3424812,CD,FORT MCCOY MIDDLE SCHOOL,273600,1,ACTIVE,202304,16000,5227
3424812,CD,FORT MCCOY MIDDLE SCHOOL,273600,1,ACTIVE,202305,15000,4903
3424812,CD,FORT MCCOY MIDDLE SCHOOL,273600,1,ACTIVE,202306,3000,567
3424812,CD,FORT MCCOY MIDDLE SCHOOL,273600,1,ACTIVE,202307,4000,484
3424812,CD,FORT MCCOY MIDDLE SCHOOL,273600,1,ACTIVE,202308,12000,3000
3424812,CD,FORT MCCOY MIDDLE SCHOOL,273600,1,ACTIVE,202309,20000,5667
3424812,CD,FORT MCCOY MIDDLE SCHOOL,273600,1,ACTIVE,202310,15000,5355
3424812,CD,FORT MCCOY MIDDLE SCHOOL,273600,1,ACTIVE,202311,13000,4067
3424812,CD,FORT MCCOY MIDDLE SCHOOL,273600,1,ACTIVE,202312,12000,2524
3424813,CD,DUCKS DAM DINER,14400,1,ACTIVE,202301,520,423
3424813,CD,DUCKS DAM DINER,14400,1,ACTIVE,202302,500,443
3424813,CD,DUCKS DAM DINER,14400,1,ACTIVE,202303,600,481
3424813,CD,DUCKS DAM DINER,14400,1,ACTIVE,202304,500,440
3424813,CD,DUCKS DAM DINER,14400,1,ACTIVE,202305,550,466
3424813,CD,DUCKS DAM DINER,14400,1,ACTIVE,202306,800,298
3424813,CD,DUCKS DAM DINER,14400,1,ACTIVE,202307,450,400
3424813,CD,DUCKS DAM DINER,14400,1,ACTIVE,202308,500,458
3424813,CD,DUCKS DAM DINER,14400,1,ACTIVE,202309,600,533
3424813,CD,DUCKS DAM DINER,14400,1,ACTIVE,202310,600,561
3424813,CD,DUCKS DAM DINER,14400,1,ACTIVE,202311,600,520
3424813,CD,DUCKS DAM DINER,14400,1,ACTIVE,202312,600,553
3424816,CD,PAPA JOES DRIVE IN,10000,1,ACTIVE,202301,20,3
3424816,CD,PAPA JOES DRIVE IN,10000,1,ACTIVE,202302,20,4
3424816,CD,PAPA JOES DRIVE IN,10000,1,ACTIVE,202303,20,3
3424816,CD,PAPA JOES DRIVE IN,10000,1,ACTIVE,202304,20,3
3424817,CD,ABC ACADEMY OF BELLEVIEW,36000,1,ACTIVE,202301,1000,491
3424817,CD,ABC ACADEMY OF BELLEVIEW,36000,1,ACTIVE,202302,1010,491
3424817,CD,ABC ACADEMY OF BELLEVIEW,36000,1,ACTIVE,202303,1025,488
3424817,CD,ABC ACADEMY OF BELLEVIEW,36000,1,ACTIVE,202304,590,397
3424817,CD,ABC ACADEMY OF BELLEVIEW,36000,1,ACTIVE,202305,720,385
3424817,CD,ABC ACADEMY OF BELLEVIEW,36000,1,ACTIVE,202306,440,345
3424817,CD,ABC ACADEMY OF BELLEVIEW,36000,1,ACTIVE,202307,1090,423
3424817,CD,ABC ACADEMY OF BELLEVIEW,36000,1,ACTIVE,202308,1426,662
3424817,CD,ABC ACADEMY OF BELLEVIEW,36000,1,ACTIVE,202309,3715,1270
3424817,CD,ABC ACADEMY OF BELLEVIEW,36000,1,ACTIVE,202310,3225,1420
3424817,CD,ABC ACADEMY OF BELLEVIEW,36000,1,ACTIVE,202311,1385,572
3424817,CD,ABC ACADEMY OF BELLEVIEW,36000,1,ACTIVE,202312,450,297
3424818,CD,RCMA ANTHONY DAYCARE,36000,1,ACTIVE,202301,580,259
3424818,CD,RCMA ANTHONY DAYCARE,36000,1,ACTIVE,202302,355,256
3424818,CD,RCMA ANTHONY DAYCARE,36000,1,ACTIVE,202303,580,282
3424818,CD,RCMA ANTHONY DAYCARE,36000,1,ACTIVE,202304,445,267
3424818,CD,RCMA ANTHONY DAYCARE,36000,1,ACTIVE,202306,385,209
3424818,CD,RCMA ANTHONY DAYCARE,36000,1,ACTIVE,202307,505,247
3424818,CD,RCMA ANTHONY DAYCARE,36000,1,ACTIVE,202308,1095,427
3424818,CD,RCMA ANTHONY DAYCARE,36000,1,ACTIVE,202309,540,228
3424818,CD,RCMA ANTHONY DAYCARE,36000,1,ACTIVE,202310,600,283
3424818,CD,RCMA ANTHONY DAYCARE,36000,1,ACTIVE,202311,350,177
3424818,CD,RCMA ANTHONY DAYCARE,36000,1,ACTIVE,202312,370,190
3424819,CD,SALT SPRINGS PIT STOP,18000,1,ACTIVE,202301,1275,578
3424819,CD,SALT SPRINGS PIT STOP,18000,1,ACTIVE,202302,755,418
3424819,CD,SALT SPRINGS PIT STOP,18000,1,ACTIVE,202303,573,445
3424819,CD,SALT SPRINGS PIT STOP,18000,1,ACTIVE,202304,654,531
3424819,CD,SALT SPRINGS PIT STOP,18000,1,ACTIVE,202305,1840,828
3424819,CD,SALT SPRINGS PIT STOP,18000,1,ACTIVE,202307,695,480
3424819,CD,SALT SPRINGS PIT STOP,18000,1,ACTIVE,202308,597,442
3424819,CD,SALT SPRINGS PIT STOP,18000,1,ACTIVE,202309,767,528
3424819,CD,SALT SPRINGS PIT STOP,18000,1,ACTIVE,202310,2256,732
3424819,CD,SALT SPRINGS PIT STOP,18000,1,ACTIVE,202311,460,406
3424819,CD,SALT SPRINGS PIT STOP,18000,1,ACTIVE,202312,700,441
3424821,CD,FRATERNAL ORDER OF EAGLES 4216,18000,1,ACTIVE,202301,1600,1080
3424821,CD,FRATERNAL ORDER OF EAGLES 4216,18000,1,ACTIVE,202302,4680,2625
3424821,CD,FRATERNAL ORDER OF EAGLES 4216,18000,1,ACTIVE,202303,3100,1656
3424821,CD,FRATERNAL ORDER OF EAGLES 4216,18000,1,ACTIVE,202304,700,651
3424821,CD,FRATERNAL ORDER OF EAGLES 4216,18000,1,ACTIVE,202305,720,637
3424821,CD,FRATERNAL ORDER OF EAGLES 4216,18000,1,ACTIVE,202306,680,581
3424821,CD,FRATERNAL ORDER OF EAGLES 4216,18000,1,ACTIVE,202307,800,643
3424821,CD,FRATERNAL ORDER OF EAGLES 4216,18000,1,ACTIVE,202308,1000,831
3424821,CD,FRATERNAL ORDER OF EAGLES 4216,18000,1,ACTIVE,202309,800,729
3424821,CD,FRATERNAL ORDER OF EAGLES 4216,18000,1,ACTIVE,202310,875,793
3424821,CD,FRATERNAL ORDER OF EAGLES 4216,18000,1,ACTIVE,202311,900,768
3424824,CD,GOOD TIME LOUNGE,10800,1,ACTIVE,202301,345,292
3424824,CD,GOOD TIME LOUNGE,10800,1,ACTIVE,202302,300,252
3424824,CD,GOOD TIME LOUNGE,10800,1,ACTIVE,202303,355,289
3424824,CD,GOOD TIME LOUNGE,10800,1,ACTIVE,202304,364,272
3424824,CD,GOOD TIME LOUNGE,10800,1,ACTIVE,202305,314,275
3424824,CD,GOOD TIME LOUNGE,10800,1,ACTIVE,202306,470,314
3424824,CD,GOOD TIME LOUNGE,10800,1,ACTIVE,202307,320,246
3424824,CD,GOOD TIME LOUNGE,10800,1,ACTIVE,202308,335,262
3424824,CD,GOOD TIME LOUNGE,10800,1,ACTIVE,202309,295,265
3424824,CD,GOOD TIME LOUNGE,10800,1,ACTIVE,202310,350,299
3424824,CD,GOOD TIME LOUNGE,10800,1,ACTIVE,202311,440,268
3424824,CD,GOOD TIME LOUNGE,10800,1,ACTIVE,202312,310,239
3424825,CD,VFW  POST#10208/SALT SPRINGS,18000,1,ACTIVE,202301,950,703
3424825,CD,VFW  POST#10208/SALT SPRINGS,18000,1,ACTIVE,202302,1000,711
3424825,CD,VFW  POST#10208/SALT SPRINGS,18000,1,ACTIVE,202303,700,594
3424825,CD,VFW  POST#10208/SALT SPRINGS,18000,1,ACTIVE,202304,550,407
3424825,CD,VFW  POST#10208/SALT SPRINGS,18000,1,ACTIVE,202305,650,515
3424825,CD,VFW  POST#10208/SALT SPRINGS,18000,1,ACTIVE,202306,650,562
3424825,CD,VFW  POST#10208/SALT SPRINGS,18000,1,ACTIVE,202307,650,542
3424825,CD,VFW  POST#10208/SALT SPRINGS,18000,1,ACTIVE,202308,550,365
3424825,CD,VFW  POST#10208/SALT SPRINGS,18000,1,ACTIVE,202309,400,363
3424825,CD,VFW  POST#10208/SALT SPRINGS,18000,1,ACTIVE,202310,400,345
3424825,CD,VFW  POST#10208/SALT SPRINGS,18000,1,ACTIVE,202311,400,327
3424825,CD,VFW  POST#10208/SALT SPRINGS,18000,1,ACTIVE,202312,400,361
