X,Y,GIS_PLANT_ID,PWS_OC1_OFFICE_ID,PWS_ID,PWS_STATUS,PWS_NAME,PWS_CITY,PWS_TYPE_CODE,PWS_TYPE,PWS_POP_SERVED,PWS_SUBPART_H,PWS_LAST_SAN_SURVEY,PWS_LAST_01_INSP,PWS_INSPECTOR_INITS,PWS_PRIMARY_SERVICE_AREA,PWS_OPERATOR,PLANT_ID,PLANT_NAME,PLANT_STATUS,PLANT_FOUR_LOG_REMOVAL,PLANT_LAT_DD,PLANT_LAT_MM,PLANT_LONG_DD,PLANT_LONG_MM,PLANT_COORDINATE_METHOD,PLANT_DATUM,PLANT_COORDINATE_DATE,PLANT_DESIGN_CAPACITY,PLANT_HEIGHT_ABOVE_ELLIPSOID,OBJECTID
628635.678884188,539363.674587876,4352,CD,3354044,ACTIVE,LAKE JOANNA ESTATES,EUSTIS,C,COMMUNITY,140,N,2023/11/16 00:00:00+00,2014/08/19 00:00:00+00,PAF,SUBDIVISION,TOM FELTON,1,LAKE JOANNA ESTATES,ACTIVE,N,28,50,81,39,DPHO,83,2006/02/09 00:00:00+00,72000,,4352
612463.928256387,535018.803866111,4353,CD,3354052,ACTIVE,CAMP HORIZON,LEESBURG,N,NONCOMMUNITY,25,N,2022/03/18 00:00:00+00,2014/06/16 00:00:00+00,JMF,CAMP GROUND,TOM FELTON,1,CAMP HORIZON,ACTIVE,N,28,48,81,49,DPHO,83,2002/12/04 00:00:00+00,50400,,4353
628414.872158205,506200.037272384,4354,CD,3354053,ACTIVE,CITRUS COVE SUBDIVISION,WINTER GARDEN,C,COMMUNITY,80,N,2021/12/03 00:00:00+00,2014/08/13 00:00:00+00,JMF,SUBDIVISION,PLANT TECHNICIANS INC,1,CITRUS COVE SUBDIVISION,ACTIVE,N,28,32,81,39,DPHO,83,2007/12/11 00:00:00+00,100800,,4354
605933.607221031,542531.765883869,4355,CD,3354054,ACTIVE,LAKE GRIFFIN ISLES MHP (2 WTPS),FRUITLAND PARK,C,COMMUNITY,1212,N,2022/12/16 00:00:00+00,1999/11/16 00:00:00+00,JMF,MOBILE HOME PARK,HOMER HARPER,1,SOUTH PLANT (0.1584 MGD) WL1&2,ACTIVE,N,28,52,81,53,DPHO,83,2002/07/09 00:00:00+00,158400,,4355
605778.268621003,542914.753196936,4356,CD,3354054,ACTIVE,LAKE GRIFFIN ISLES MHP (2 WTPS),FRUITLAND PARK,C,COMMUNITY,1212,N,2022/12/16 00:00:00+00,1999/11/16 00:00:00+00,JMF,MOBILE HOME PARK,HOMER HARPER,2,NORTH PLANT (0.720 MGD) WL#3,ACTIVE,N,28,52,81,53,DPHO,83,2002/07/09 00:00:00+00,720000,,4356
612133.008641004,528003.185060686,4357,CD,3354055,ACTIVE,WATERWOOD SUBDIVISION,YALAHA,C,COMMUNITY,185,N,2024/01/22 00:00:00+00,2005/02/28 00:00:00+00,JMF,SUBDIVISION,TOM FELTON,1,WATERWOOD SUBDIVISION,ACTIVE,N,28,44,81,49,DPHO,83,2001/07/26 00:00:00+00,504000,,4357
637555.04774346,535896.25792839,4361,CD,3354085,ACTIVE,EAST LAKE PLAZA,SORRENTO,N,NONCOMMUNITY,25,N,2020/10/21 00:00:00+00,2014/06/11 00:00:00+00,PAF,RESTAURANT,TOM FELTON,1,EAST LAKE PLAZA,ACTIVE,N,28,48,81,33,DPHO,83,2002/03/12 00:00:00+00,10000,,4361
615879.536367389,542801.393656217,4362,CD,3354091,ACTIVE,MIDWAY MANOR,LEESBURG,N,NONCOMMUNITY,25,N,2023/08/11 00:00:00+00,2014/04/24 00:00:00+00,JMF,MOBILE HOME PARK,TOM FELTON,1,MIDWAY MANOR,ACTIVE,N,28,52,81,46,DPHO,83,2001/12/06 00:00:00+00,72000,,4362
615703.37810978,516482.024134481,4363,CD,3354104,ACTIVE,CLERBROOK RV RESORTS (2 WPS),CLERMONT,C,COMMUNITY,3142,N,2022/11/18 00:00:00+00,2009/02/24 00:00:00+00,JMF,RV PARK,TOM FELTON,1,PLANT #1,ACTIVE,N,28,38,81,47,DPHO,83,2003/07/01 00:00:00+00,360000,,4363
615583.996744169,516069.513743322,4364,CD,3354104,ACTIVE,CLERBROOK RV RESORTS (2 WPS),CLERMONT,C,COMMUNITY,3142,N,2022/11/18 00:00:00+00,2009/02/24 00:00:00+00,JMF,RV PARK,TOM FELTON,2,PLANT #2,ACTIVE,N,28,38,81,47,DPHO,83,2003/07/01 00:00:00+00,43200,,4364
615284.477657619,516862.547114545,4366,CD,3354106,ACTIVE,BEE'S RV RESORT,CLERMONT,C,COMMUNITY,158,N,2022/11/18 00:00:00+00,1998/11/24 00:00:00+00,JMF,RV PARK,GAWAINE MURRAY,1,BEE'S RV RESORT,ACTIVE,N,28,38,81,47,DPHO,83,2003/07/02 00:00:00+00,162000,,4366
610835.03686674,537806.033351045,4370,CD,3354110,ACTIVE,LAKESIDE VILLAGE II,LEESBURG,C,COMMUNITY,191,N,2022/11/01 00:00:00+00,2012/05/29 00:00:00+00,JMF,MOBILE HOME PARK,US WATER,1,LAKESIDE VILLAGE II,ACTIVE,N,28,49,81,50,DPHO,83,2002/10/30 00:00:00+00,120000,,4370
618954.668032906,533095.974314664,4372,CD,3354112,ACTIVE,SUMMIT CHASE VILLAS,TAVARES,C,COMMUNITY,770,N,2023/11/06 00:00:00+00,2000/09/20 00:00:00+00,JMF,APARTMENT,US WATER SERVICES CORP,1,SUMMIT CHASE VILLAS,ACTIVE,N,28,47,81,45,DPHO,83,2003/04/16 00:00:00+00,169000,,4372
637374.096417929,535784.784431772,4381,CD,3354121,ACTIVE,OASIS SALOON AT SORRENTO,SORRENTO,N,NONCOMMUNITY,25,N,2023/08/11 00:00:00+00,2012/04/12 00:00:00+00,PAF,BAR OR LOUNGE,TOM FELTON,1,OASIS SALOON AT SORRENTO,ACTIVE,N,28,48,81,33,DPHO,83,2002/01/23 00:00:00+00,13680,,4381
625220.353294161,545348.908014122,4384,CD,3354124,ACTIVE,MASON JAR RESTAURANT/UMATILLA,UMATILLA,N,NONCOMMUNITY,25,N,2021/03/29 00:00:00+00,2014/02/05 00:00:00+00,MB,RESTAURANT,TOM FELTON,1,MASON JAR RESTAURANT/UMATILLA,ACTIVE,N,28,53,81,41,DPHO,83,2001/08/08 00:00:00+00,8600,,4384
612389.638178887,490372.584441755,4385,CD,3354125,ACTIVE,GREEN SWAMP COUNTRY STORE,CLERMONT,N,NONCOMMUNITY,25,N,2022/01/20 00:00:00+00,2011/09/01 00:00:00+00,JMF,CONVENIENCE STORE,TOM FELTON,1,GREEN SWAMP COUNTRY STORE,ACTIVE,N,28,24,81,49,DPHO,83,2004/01/20 00:00:00+00,6480,,4385
631428.054538403,535582.089712681,4401,CD,3354141,ACTIVE,FLORIDA TWIN MARKETS (2 WPS),MT DORA,N,NONCOMMUNITY,25,N,2020/06/10 00:00:00+00,2014/06/11 00:00:00+00,PAF,RETAIL/GENERAL MERCHANT,TOM FELTON,1,"ANTIQUE MARKET (32,400 GPD)",ACTIVE,N,28,48,81,37,DPHO,83,2003/01/23 00:00:00+00,32400,,4401
631652.098770139,535894.944677439,4402,CD,3354141,ACTIVE,FLORIDA TWIN MARKETS (2 WPS),MT DORA,N,NONCOMMUNITY,25,N,2020/06/10 00:00:00+00,2014/06/11 00:00:00+00,PAF,RETAIL/GENERAL MERCHANT,TOM FELTON,2,"FLEA MARKET (32,400 GPD)",ACTIVE,N,28,48,81,37,DPHO,83,2003/01/23 00:00:00+00,32400,,4402
606696.245597137,529645.472308995,4403,CD,3354142,ACTIVE,COUNTRY LIFE FAMILY PARK,LEESBURG,C,COMMUNITY,215,N,2023/01/24 00:00:00+00,1998/07/28 00:00:00+00,JMF,MOBILE HOME PARK,TOM FELTON,1,COUNTRY LIFE FAMILY PARK,ACTIVE,N,28,45,81,52,DPHO,83,2003/03/12 00:00:00+00,432000,,4403
618809.097354701,542783.635809535,4405,CD,3354644,ACTIVE,"PINE HARBOUR WATERWORKS, INC",LEESBURG,C,COMMUNITY,132,N,2023/11/15 00:00:00+00,2014/08/19 00:00:00+00,JMF,SUBDIVISION,US WATER,1,PINE HARBOUR WATER UTILITY,ACTIVE,N,28,52,81,45,DPHO,83,2001/12/06 00:00:00+00,60480,,4405
625500.547488604,506369.235612884,4407,CD,3354646,ACTIVE,ORANGE LAKE MH COMMUNITY,CLERMONT,C,COMMUNITY,615,N,2024/08/20 00:00:00+00,1997/12/09 00:00:00+00,JMF,MOBILE HOME PARK,TOM FELTON,1,ORANGE LAKE MH COMMUNITY,ACTIVE,Y,28,32,81,41,DPHO,83,2002/05/14 00:00:00+00,936000,,4407
625843.968717114,511676.295383818,4408,CD,3354647,ACTIVE,FOUR LAKES,MONTVERDE,C,COMMUNITY,228,N,2024/04/29 00:00:00+00,2000/05/31 00:00:00+00,JMF,SUBDIVISION,NED BIGGS,1,FOUR LAKES AND HARBOR OAKS S/D,ACTIVE,N,28,35,81,41,DPHO,83,2007/01/18 00:00:00+00,129600,,4408
606949.140849512,524864.556758735,4412,CD,3354650,ACTIVE,LEESBURG/THE PLANTATION,LEESBURG,C,COMMUNITY,5141,N,2022/03/15 00:00:00+00,2006/12/08 00:00:00+00,JMF,SUBDIVISION,AL PURVIS,1,LEESBURG/THE PLATATION,ACTIVE,N,28,42,81,52,DPHO,83,2003/04/10 00:00:00+00,2401875,,4412
615373.236603725,542589.413375074,4413,CD,3354651,ACTIVE,HAINES CREEK RV PARK,LEESBURG,C,COMMUNITY,215,N,2023/12/11 00:00:00+00,2012/07/12 00:00:00+00,JMF,RV PARK,TOM FELTON,1,HAINES CREEK RV PARK,ACTIVE,N,28,52,81,47,DPHO,83,2010/12/08 00:00:00+00,360000,,4413
599380.478746676,536926.405176599,4415,CD,3354653,ACTIVE,PENNBROOKE,LEESBURG,C,COMMUNITY,2488,N,2023/01/13 00:00:00+00,2000/01/11 00:00:00+00,JMF,MOBILE HOME PARK,,1,PENNBROOKE FAIRWAYS,ACTIVE,N,28,49,81,57,DPHO,83,2002/09/24 00:00:00+00,1296000,,4415
624257.586687444,504877.655139152,4416,CD,3354654,ACTIVE,CORE LINEN SERVICES,CLERMONT,P,NONTRANSIENT NONCOMMUNITY,65,N,2022/03/08 00:00:00+00,2012/05/02 00:00:00+00,JMF,INDUSTRIAL/AGRICULTURAL,US WATER CORPORATION,1,CROTHALL LAUNDRY,ACTIVE,N,28,31,81,42,DPHO,83,2007/09/24 00:00:00+00,216000,,4416
605725.74903079,543636.85541605,4418,CD,3354656,ACTIVE,LAKE IDLEWILD UTILITY COMPANY,FRUITLAND PARK,C,COMMUNITY,170,N,2022/12/16 00:00:00+00,1999/05/17 00:00:00+00,JMF,SUBDIVISION,GARY KISSICK,1,LAKE IDLEWILD ESTATES,ACTIVE,N,28,52,81,53,DPHO,83,2011/07/06 00:00:00+00,252000,,4418
606266.507198479,529755.32900201,4419,CD,3354657,ACTIVE,DIAMOND POINT,LEESBURG,C,COMMUNITY,250,N,2023/01/24 00:00:00+00,1998/07/28 00:00:00+00,JMF,MOBILE HOME PARK,TOM FELTON,1,DIAMOND POINT,ACTIVE,N,28,45,81,53,DPHO,83,2011/07/06 00:00:00+00,468000,,4419
615769.318938392,541171.145904439,4422,CD,3354660,ACTIVE,SILVER OAKS SUBDIVISION,LEESBURG,C,COMMUNITY,123,N,2022/08/12 00:00:00+00,2012/07/12 00:00:00+00,JMF,SUBDIVISION,US WATER,1,SILVER OAKS S/D,ACTIVE,N,28,51,81,47,DPHO,83,2010/12/08 00:00:00+00,122400,,4422
605595.207790395,540967.933731915,4423,CD,3354661,ACTIVE,PICCIOLA LANDING,FRUITLAND PARK,C,COMMUNITY,125,N,2022/10/18 00:00:00+00,1999/11/16 00:00:00+00,JMF,MOBILE HOME PARK,"PLANT TECHNICIANS, INC.",1,PICCIOLA LANDING,ACTIVE,N,28,51,81,53,DPHO,83,2002/07/09 00:00:00+00,72000,,4423
626132.357062109,531189.514816919,4424,CD,3354662,ACTIVE,LAKE BEAUCLAIRE S/D,TAVARES,C,COMMUNITY,98,N,2022/11/16 00:00:00+00,1999/08/13 00:00:00+00,PAF,SUBDIVISION,GENERAL UTILITIES,1,LAKE BEAUCLAIRE S/D,ACTIVE,N,28,46,81,40,DPHO,83,2002/11/19 00:00:00+00,504000,,4424
628954.756548998,553694.812785052,4425,CD,3354663,ACTIVE,ALTOONA SCHOOL INC.,ALTOONA,P,NONTRANSIENT NONCOMMUNITY,90,N,2022/12/07 00:00:00+00,2014/08/25 00:00:00+00,PAF,ELEMENTARY SCHOOL,BILLY FISCHER,1,ALTOONA SCHOOL INC.,ACTIVE,N,28,58,81,38,DPHO,83,2001/09/26 00:00:00+00,43000,,4425
613069.466361322,540501.214577109,4426,CD,3354664,ACTIVE,TREASURE COVE,LEESBURG,C,COMMUNITY,128,N,2022/11/03 00:00:00+00,2012/05/16 00:00:00+00,JMF,SUBDIVISION,,1,TREASURE COVE,ACTIVE,N,28,51,81,48,DPHO,83,2001/12/06 00:00:00+00,154080,,4426
624904.937717705,535005.975496329,4427,CD,3354666,ACTIVE,TRIANGLE INDUSTRIAL PARK,TAVARES,P,NONTRANSIENT NONCOMMUNITY,50,N,2022/03/18 00:00:00+00,2007/09/05 00:00:00+00,PAF,INDUSTRIAL/AGRICULTURAL,"PLANT TECHNICIANS, INC.",1,TRIANGLE INDUSTRIAL PARK,ACTIVE,N,28,48,81,41,DPHO,83,2002/12/17 00:00:00+00,1008000,,4427
609621.851722623,519230.284930669,4431,CD,3354670,ACTIVE,ANGELINA LAKESIDE INN,LEESBURG,N,NONCOMMUNITY,25,N,2020/06/17 00:00:00+00,2000/08/16 00:00:00+00,JMF,MOTEL,TOM FELTON,1,ANGELINA LAKSESIDE INN,ACTIVE,N,28,39,81,51,DPHO,83,2003/03/12 00:00:00+00,115200,,4431
638358.18952137,535958.270670911,4432,CD,3354671,ACTIVE,SORRENTO ACE HARDWARE,SORRENTO,N,NONCOMMUNITY,25,N,2020/10/21 00:00:00+00,2011/05/16 00:00:00+00,PAF,OFFICE FOR BUSINESS,TOM FELTON,1,SORRENTO ACE HARDWARE,ACTIVE,N,28,48,81,33,DPHO,83,2002/01/23 00:00:00+00,10000,,4432
601112.249745411,536923.142670609,4438,CD,3354677,ACTIVE,WHITNEY BAPTIST CHURCH,LEESBURG,N,NONCOMMUNITY,25,N,2020/02/07 00:00:00+00,2014/06/04 00:00:00+00,JMF,CHURCH,,1,WHITNEY BAPTIST CHURCH,ACTIVE,N,28,49,81,56,DPHO,83,2002/12/03 00:00:00+00,57600,,4438
621641.968144675,544147.434296992,4448,CD,3354687,ACTIVE,RAINTREE WATERWORKS,LEESBURG,C,COMMUNITY,265,N,2022/07/22 00:00:00+00,2008/05/15 00:00:00+00,JMF,SUBDIVISION,US WATER SERVICES,1,RAINTREE HARBOR,ACTIVE,N,28,53,81,43,DPHO,83,2001/12/06 00:00:00+00,130000,,4448
617843.416639838,545680.184242405,4449,CD,3354688,ACTIVE,LAKE YALE ESTATES,LEESBURG,C,COMMUNITY,101,N,2023/03/02 00:00:00+00,2007/04/24 00:00:00+00,JMF,MOBILE HOME PARK,TOM FELTON,1,LAKE YALE ESTATES,ACTIVE,N,28,53,81,45,DPHO,83,2001/12/06 00:00:00+00,468000,,4449
625318.704462668,546019.899903335,4450,CD,3354689,ACTIVE,LAKESIDE R.V. PARK,UMATILLA,N,NONCOMMUNITY,25,N,2021/09/24 00:00:00+00,2014/06/04 00:00:00+00,MB,RV PARK,TOM FELTON,1,LAKESIDE R.V. PARK,ACTIVE,N,28,54,81,41,DPHO,83,2006/08/22 00:00:00+00,19440,,4450
623912.327954463,535603.164708512,4456,CD,3354695,ACTIVE,LAKE SAUNDERS,TAVARES,C,COMMUNITY,161,N,2023/11/13 00:00:00+00,1999/10/11 00:00:00+00,JMF,SUBDIVISION,,1,LAKE SAUNDERS ACRES,ACTIVE,N,28,48,81,42,DPHO,83,2007/01/18 00:00:00+00,432000,,4456
620412.607302215,543485.45490667,4458,CD,3354697,ACTIVE,GRAND TERRACE SUBDIVISION,EUSTIS,C,COMMUNITY,256,N,2022/11/03 00:00:00+00,1999/08/24 00:00:00+00,JMF,SUBDIVISION,US WATER SERVICES CORP,1,GRAND TERRACE SUBDIVISION,ACTIVE,N,28,52,81,44,DPHO,83,2001/10/04 00:00:00+00,432000,,4458
619330.277123864,543608.903993277,4462,CD,3354701,ACTIVE,WEDGEWOOD SUBDIVISION,GRAND ISLAND,C,COMMUNITY,980,N,2024/01/16 00:00:00+00,2001/12/06 00:00:00+00,POO,SUBDIVISION,"PLANT TECHNICIANS, INC.",1,WEDGEWOOD SUBDIVISION,ACTIVE,N,28,52,81,44,DPHO,83,2007/09/18 00:00:00+00,734400,,4462
640289.52003864,535913.454907719,4465,CD,3354704,ACTIVE,AMOCO #157/MT. PLYMOUTH,MT PLYMOUTH,N,NONCOMMUNITY,25,N,2020/10/21 00:00:00+00,2011/05/16 00:00:00+00,PAF,CONVENIENCE STORE,TOM FELTON,1,AMOCO #57/MT. PLYMOUTH,ACTIVE,N,28,48,81,32,DPHO,83,2002/01/23 00:00:00+00,8000,,4465
638449.432841442,540629.660042575,4466,CD,3354705,ACTIVE,CIRCLE K #7275/SORRENTO,SORRENTO,N,NONCOMMUNITY,25,N,2020/11/02 00:00:00+00,2014/06/11 00:00:00+00,PAF,CONVENIENCE STORE,US WATER CORP,1,CIRCLE K #7275/SORRENTO,ACTIVE,N,28,51,81,33,DPHO,83,2002/12/11 00:00:00+00,20000,,4466
640251.442147329,536033.014809333,4467,CD,3354706,ACTIVE,CIRCLE K #2722799,SORRENTO,N,NONCOMMUNITY,25,N,2020/11/02 00:00:00+00,2011/05/16 00:00:00+00,PAF,CONVENIENCE STORE,US WATER SERVICES,1,KANGAROO EXPRESS #2799,ACTIVE,N,28,48,81,32,DPHO,83,2001/07/10 00:00:00+00,18000,,4467
628756.246854579,553240.175914872,4470,CD,3354709,ACTIVE,DISCOUNT FOOD MART,ALTOONA,N,NONCOMMUNITY,25,N,2022/12/14 00:00:00+00,2014/02/05 00:00:00+00,PAF,CONVENIENCE STORE,TOM FELTON,1,ALTOONA FOOD MART,ACTIVE,N,28,57,81,38,DPHO,84,2002/12/16 00:00:00+00,10000,,4470
615937.628966999,542793.923172511,4471,CD,3354710,ACTIVE,STAR FOOD MART #7,LEESBURG,N,NONCOMMUNITY,25,N,2023/08/16 00:00:00+00,2012/03/28 00:00:00+00,JMF,CONVENIENCE STORE,US WATER,1,STAR FOOD MART #7,ACTIVE,N,28,52,81,46,DPHO,83,2001/07/10 00:00:00+00,18000,,4471
629153.177180541,484598.714542098,4473,CD,3354712,ACTIVE,7-11 #25783/192 S CLERMONT,CLERMONT,N,NONCOMMUNITY,25,N,2023/09/14 00:00:00+00,2014/06/16 00:00:00+00,JMF,CONVENIENCE STORE,US WATER SERVICES,1,7-11 #25783,ACTIVE,N,28,20,81,39,DPHO,84,2002/12/12 00:00:00+00,10800,,4473
605160.883660239,528533.150450207,4476,CD,3354715,ACTIVE,STEP SAVER FOOD STORE #2,OKAHUMPKA,N,NONCOMMUNITY,25,N,2021/10/20 00:00:00+00,2014/06/16 00:00:00+00,JMF,CONVENIENCE STORE,TOM FELTON,1,STAR FOOD MART #8,ACTIVE,N,28,44,81,53,DPHO,83,2003/03/19 00:00:00+00,7200,,4476
612536.011853556,527880.724877372,4479,CD,3354718,ACTIVE,EASY FOOD MART,YALAHA,N,NONCOMMUNITY,25,N,2021/10/20 00:00:00+00,2013/10/09 00:00:00+00,JMF,CONVENIENCE STORE,GENERAL UTILITIES,1,EASY FOOD MART,ACTIVE,N,28,44,81,49,DPHO,83,2001/07/26 00:00:00+00,18000,,4479
627957.991912046,555098.608764172,4485,CD,3354724,ACTIVE,HARMONY HILLS,ALTOONA,P,NONTRANSIENT NONCOMMUNITY,75,N,2024/08/15 00:00:00+00,2014/01/09 00:00:00+00,,MEDICAL CENTER,TOM FELTON,1,RIVENDELL BOY'S RANCH,ACTIVE,N,28,58,81,39,DPHO,83,2002/07/16 00:00:00+00,100800,,4485
637684.447337376,535809.162426172,4486,CD,3354725,ACTIVE,CIRCLE K # 2403,SORRENTO,N,NONCOMMUNITY,25,N,2020/11/02 00:00:00+00,2014/06/11 00:00:00+00,PAF,CONVENIENCE STORE,US WATER CORP,1,KANGAROO EXPRESS #2403,ACTIVE,N,28,48,81,33,DPHO,83,2001/07/10 00:00:00+00,17280,,4486
650123.406626076,550928.8151401,4492,CD,3354731,ACTIVE,CIRCLE K #7426/PINE LAKES,EUSTIS,N,NONCOMMUNITY,25,N,2022/01/18 00:00:00+00,2014/06/24 00:00:00+00,PAF,CONVENIENCE STORE,U.S. WATER CORP,1,CIRCLE K #7426/PINE LAKES,ACTIVE,N,28,56,81,25,DPHO,83,2001/07/11 00:00:00+00,24000,,4492
606801.136959434,544075.594697937,4511,CD,3354750,ACTIVE,EAGLE'S NEST BAPTIST CHURCH,FRUITLAND PARK,N,NONCOMMUNITY,25,N,2023/09/12 00:00:00+00,2011/11/09 00:00:00+00,JMF,CHURCH,,1,EAGLE'S NEST BAPTIST CHURCH,ACTIVE,N,28,53,81,52,DPHO,83,2002/07/16 00:00:00+00,18000,,4511
638432.09798088,535916.545078801,4514,CD,3354753,ACTIVE,J J'S LOUNGE & PACKAGE,SORRENTO,N,NONCOMMUNITY,25,N,2022/01/18 00:00:00+00,2011/05/16 00:00:00+00,PAF,BAR OR LOUNGE,CARLOS OR MAUREEN TOLA,1,J J'S LOUNGE & PACKAGE,ACTIVE,N,28,48,81,33,DPHO,83,2002/01/23 00:00:00+00,5040,,4514
638513.716506951,540648.946196677,4522,CD,3354761,ACTIVE,AMORE LEARNING ACADEMY,SORRENTO,P,NONTRANSIENT NONCOMMUNITY,53,N,2023/11/15 00:00:00+00,2012/03/13 00:00:00+00,PAF,DAY CARE,BIOMETRIC UTILITY CONSULTANTS,1,CHILDREN'S HOUSE OF SORRENTO,ACTIVE,N,28,51,81,33,DPHO,83,2001/06/20 00:00:00+00,20000,,4522
640232.044159531,535888.671034813,4531,CD,3354770,ACTIVE,MT. PLYMOUTH GROCERY,SORRENTO,N,NONCOMMUNITY,25,N,2020/10/21 00:00:00+00,2011/05/16 00:00:00+00,PAF,CONVENIENCE STORE,TOM FELTON,1,MT. PLYMOUTH GROCERY,ACTIVE,N,28,48,81,32,DPHO,83,2002/01/23 00:00:00+00,12960,,4531
617687.957465859,515421.329502532,4535,CD,3354774,ACTIVE,LAKERIDGE WINERY,CLERMONT,N,NONCOMMUNITY,25,N,2020/06/17 00:00:00+00,2011/02/15 00:00:00+00,JMF,FOOD PROCESSING,"PLANT TECHNICIANS, INC.",1,LAKERIDGE WINERY,ACTIVE,N,28,37,81,46,DPHO,83,2008/07/10 00:00:00+00,21600,,4535
624756.726679199,507261.204981918,4540,CD,3354779,ACTIVE,CLERMONT EAST WATER SYSTEM (2 WPS),CLERMONT,C,COMMUNITY,38618,N,2023/04/26 00:00:00+00,2014/08/07 00:00:00+00,MFC,MUNICIPAL/CITY,,1,GREATER HILLS WTP,ACTIVE,Y,28,33,81,41,DPHO,83,2001/03/07 00:00:00+00,6250000,,4540
608773.62687326,548920.915832354,4543,CD,3354781,ACTIVE,HARBOR HILLS - 2 WTPS,LADY LAKE,C,COMMUNITY,1219,N,2023/01/30 00:00:00+00,1999/08/03 00:00:00+00,JMF,SUBDIVISION,US WATER SERVICES CORPORATION,1,HARBOR HILLS/NORTH PLANT 1,ACTIVE,N,28,55,81,51,DPHO,83,2002/04/18 00:00:00+00,900000,,4543
607778.26778824,546589.565299358,4544,CD,3354781,ACTIVE,HARBOR HILLS - 2 WTPS,LADY LAKE,C,COMMUNITY,1219,N,2023/01/30 00:00:00+00,1999/08/03 00:00:00+00,JMF,SUBDIVISION,US WATER SERVICES CORPORATION,2,HARBOR HILLS/SOUTH PLANT,ACTIVE,N,28,54,81,51,DPHO,83,2002/04/18 00:00:00+00,900000,,4544
604619.294901768,498627.719272647,4546,CD,3354783,ACTIVE,BAY LAKE MISSIONARY BAPTIST CH,GROVELAND,N,NONCOMMUNITY,25,N,2020/07/31 00:00:00+00,2011/10/12 00:00:00+00,JMF,CHURCH,,1,BAY LAKE MISSIONARY BAPTIST CH,ACTIVE,N,28,28,81,54,DPHO,83,2003/09/24 00:00:00+00,13680,,4546
625283.251903268,545788.126769798,4549,CD,3354786,ACTIVE,THE CHURCH AT WHISTLING PINES,UMATILLA,N,NONCOMMUNITY,25,N,2021/05/07 00:00:00+00,2014/06/04 00:00:00+00,MB,CHURCH,,1,GOSPEL TABERNACLE OF UMATILLA,ACTIVE,N,28,53,81,41,DPHO,27,2009/06/09 00:00:00+00,18000,,4549
615753.00731687,542981.895514643,4550,CD,3354787,ACTIVE,GREEN OAKS RETIREMENT PARK,LEESBURG,N,NONCOMMUNITY,25,N,2021/10/20 00:00:00+00,2014/04/24 00:00:00+00,JMF,MOBILE HOME PARK,,1,GREEN OAKS RETIREMENT PARK,ACTIVE,N,28,52,81,47,DPHO,83,2002/03/12 00:00:00+00,43200,,4550
605348.027440432,544030.39335441,4557,CD,3354794,ACTIVE,CALVARY BAPTIST CHURCH,FRUITLAND PARK,N,NONCOMMUNITY,25,N,2023/07/14 00:00:00+00,2011/06/09 00:00:00+00,JMF,CHURCH,,1,CALVARY BAPTIST CHURCH,ACTIVE,N,28,53,81,53,DPHO,83,2002/07/09 00:00:00+00,43200,,4557
616325.836556752,542936.614345537,4575,CD,3354812,ACTIVE,WOLVERINE ADVANCED MATERIALS,LEESBURG,P,NONTRANSIENT NONCOMMUNITY,59,N,2023/11/15 00:00:00+00,2012/05/16 00:00:00+00,JMF,INDUSTRIAL/AGRICULTURAL,GENERAL UTILITIES,1,WOLVERINE ADVANCED MATERIALS,ACTIVE,N,28,52,81,46,DPHO,83,2007/09/12 00:00:00+00,120000,,4575
615917.748563191,543999.584162408,4576,CD,3354813,ACTIVE,LISBON CHURCH OF GOD,LEESBURG,N,NONCOMMUNITY,25,N,2023/08/15 00:00:00+00,2011/08/23 00:00:00+00,JMF,CHURCH,,1,LISBON CHURCH OF GOD,ACTIVE,N,28,53,81,46,DPHO,83,2002/03/13 00:00:00+00,10800,,4576
641013.875995995,541413.46310153,4581,CD,3354818,ACTIVE,SEMINOLE SPRINGS ELEMENTARY,EUSTIS,P,NONTRANSIENT NONCOMMUNITY,900,N,2023/08/24 00:00:00+00,2014/06/04 00:00:00+00,PAF,ELEMENTARY SCHOOL,"WILSON ""BILLY"" FISCHER",1,SEMINOLE SPRINGS ELEMENTARY,ACTIVE,N,28,51,81,31,DPHO,83,2007/06/15 00:00:00+00,72000,,4581
637914.396424303,535938.673293695,4589,CD,3354826,ACTIVE,FIRST BAPTIST CHURCH OF SORRENTO,SORRENTO,N,NONCOMMUNITY,25,N,2020/11/21 00:00:00+00,2014/06/11 00:00:00+00,PAF,CHURCH,,1,FIRST BAPTIST CH OF SORRENTO,ACTIVE,N,28,48,81,33,DPHO,83,2001/01/24 00:00:00+00,18000,,4589
628756.077099478,553072.923593041,4594,CD,3354831,ACTIVE,FIRST BAPTIST CH OF ALTOONA,ALTOONA,N,NONCOMMUNITY,25,N,2022/05/23 00:00:00+00,2014/02/05 00:00:00+00,PAF,CHURCH,,1,FIRST BAPTIST CH OF ALTOONA,ACTIVE,N,28,57,81,38,DPHO,83,2005/12/09 00:00:00+00,12000,,4594
